Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6668165,Ghostwritten (Vintage Contemporaries),David Mitchell,"Mitchell, David",,"=""""","=""""",5,4.05,Vintage,Kindle Edition,444,2007,1999,2015/10/13,2015/10/13,,,read,,,,1,0
21403302,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""""","=""""",5,3.84,Random House,Kindle Edition,640,2014,2014,2015/09/25,2015/09/25,,,read,,,,1,0
8125619,Wesley the Owl: The Remarkable Love Story of an Owl and His Girl,Stacey O'Brien,"O'Brien, Stacey",,"=""""","=""""",5,4.09,Atria Books,Kindle Edition,241,2008,2008,2015/09/01,2015/08/25,,,read,,,,1,0
25837341,The Good Neighbor,A.J. Banner,"Banner, A.J.",,"=""""","=""""",3,3.37,Lake Union Publishing,Kindle Edition,206,2015,2015,2015/08/24,2015/08/23,,,read,,,,1,0
5788271,The Big U,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",3,3.26,,Kindle Edition,310,,1984,2015/08/23,2015/08/18,,,read,,,,1,0
6563919,The Cobweb: A Novel,Neal Stephenson,"Stephenson, Neal",J. Frederick George,"=""""","=""""",4,3.69,Spectra,Kindle Edition,448,2005,1996,2015/08/18,2015/08/11,,,read,,,,1,0
18866501,Zodiac,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,3.73,Grove Press,Kindle Edition,340,2007,1988,2015/08/10,2015/08/05,,,read,,,,1,0
22010718,The Peripheral (Jackpot #1),William Gibson,"Gibson, William",,"=""""","=""""",4,3.90,Berkley,Kindle Edition,496,2014,2014,2015/07/30,2015/07/30,,,read,,,,1,0
18935821,The Land Across,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",5,3.44,Tor Books,Kindle Edition,290,2013,2013,2015/07/19,2015/07/19,,,read,,,,1,0
21418017,"The Space Between (Outlander, #7.5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.25,Dell,Kindle Edition,118,2014,2012,2015/06/22,2015/06/22,,,read,,,,1,0
13634927,"A Leaf on the Wind of All Hallows (Outlander, #8.5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.28,Dell,Kindle Edition,67,2012,2012,2015/06/21,2015/06/20,,,read,,,,1,0
18308153,"A Plague of Zombies (Lord John Grey, #3.5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,3.98,Random House LLC ,Kindle Edition,101,2013,2011,2015/06/20,2015/06/20,,,read,,,,1,0
11870771,"The Scottish Prisoner (Lord John Grey, #3)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.24,Delacorte Press,Kindle Edition,561,2011,2011,2015/06/19,2015/06/11,,,read,,,,1,0
13629429,"The Custom of the Army (Lord John Grey, #2.75)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.03,Dell,Kindle Edition,88,2012,2010,2015/06/11,2015/06/11,,,read,,,,1,0
6426417,"Lord John and the Hand of Devils (Lord John Grey, #0.5-1.5-2.5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,3.92,Delacorte Press,Kindle Edition,322,2007,2007,2015/06/11,2015/05/25,,,read,,,,1,0
6426418,"Lord John and the Brotherhood of the Blade (Lord John Grey, #2)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,3.95,,Kindle Edition,511,,2007,2015/06/09,2015/06/02,,,read,,,,1,0
764646,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675784""","=""9780446675789""",5,4.31,Warner Books,Paperback,424,2000,1998,,2013/12/05,,,read,,,,1,0
17838167,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.55,Delacorte Press,Kindle Edition,842,2014,2014,2015/05/25,2015/05/13,,,read,,,,1,0
5442166,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.44,Delacorte Press,Kindle Edition,1488,2005,2005,2015/04/24,2015/03/27,,,read,,,,1,0
5542932,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.26,Dell,Kindle Edition,1456,2002,2001,2015/03/27,2015/03/27,,,read,,,,1,0
18713404,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""""","=""""",5,4.00,Penguin Press,Kindle Edition,770,2012,1973,,2013/12/05,,,read,,,,1,0
17570538,"The Blood Mirror (Lightbringer, #4)",Brent Weeks,"Weeks, Brent",,"=""""","=""9780316465366""",0,4.33,Orbit,Hardcover,682,2016,2015,,2015/03/02,to-read,to-read (#2),to-read,,,,0,0
6584000,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.35,Dell,Kindle Edition,898,2004,1996,2015/03/02,2015/03/02,,,read,,,,1,0
10987,"Voyager (Outlander, #3)",Diana Gabaldon,"Gabaldon, Diana",,"=""0385335997""","=""9780385335997""",4,4.39,Dell,Paperback,870,2001,1993,2015/02/12,2015/01/26,,,read,,,,1,0
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""""","=""""",5,4.30,Houghton Mifflin Harcourt,Hardcover,400,2003,1949,,2015/01/26,,,read,,,,1,0
23636026,"God Rest Ye Merry, Gentlepig (Bobby Dollar #3.5)",Tad Williams,"Williams, Tad",,"=""1783015667""","=""9781783015665""",5,3.96,Beale-Williams Enterprise,Kindle Edition,49,2014,2014,2014/12/09,2014/12/09,fantasy,fantasy (#1),read,,,,1,0
18886354,Happy Hour in Hell,Tad Williams,"Williams, Tad",,"=""""","=""""",4,3.66,DAW,Kindle Edition,418,2013,2013,2014/06/21,2014/06/21,"fantasy, humor","fantasy (#12), humor (#1)",read,,,,1,0
20801785,Artful,Peter David,"David, Peter",,"=""1477873163""","=""""",4,3.52,47North,Kindle Edition,290,2014,2014,2014/06/25,2014/06/25,"fantasy, historical-fiction","fantasy (#11), historical-fiction (#4)",read,,,,1,0
10296742,"Shadowplay (Shadowmarch, #2)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,3.92,DAW,Kindle Edition,784,2007,2007,2014/07/19,2014/07/19,"epic, fantasy","epic (#11), fantasy (#10)",read,,,,1,0
10250724,"Shadowheart (Shadowmarch, #4)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,4.04,DAW,Kindle Edition,881,2010,2010,2014/08/13,2014/08/13,"epic, fantasy","epic (#10), fantasy (#9)",read,,,,1,0
8517437,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",4,4.23,Orbit,Kindle Edition,788,2010,2010,2014/08/21,2014/08/21,"epic, fantasy","epic (#9), fantasy (#8)",read,,,,1,0
13515944,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",4,4.41,Orbit,Kindle Edition,704,2012,2012,2014/08/29,2014/08/29,"epic, fantasy","epic (#8), fantasy (#7)",read,,,,1,0
9188338,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.66,Tor Books,Kindle Edition,1005,2010,2010,2014/10/03,2014/10/03,"epic, fantasy","epic (#7), fantasy (#6)",read,,,,1,0
20150777,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.76,Tor Books,Kindle Edition,1088,2014,2014,2014/10/23,2014/10/23,"epic, fantasy","epic (#6), fantasy (#5)",read,,,,1,0
10267807,"Mistborn Trilogy (Mistborn, #1-3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.60,Tor Books,Kindle Edition,2448,2011,2009,2014/11/22,2014/11/22,"fantasy, epic","fantasy (#4), epic (#5)",read,,,,1,0
11783190,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.20,Tor Books,Kindle Edition,333,2011,2011,2014/11/25,2014/11/25,"epic, fantasy","epic (#4), fantasy (#3)",read,,,,1,0
5293561,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.34,Dell,Kindle Edition,976,2004,1992,2015/01/15,2015/01/15,"historical-fiction, epic","historical-fiction (#2), epic (#3)",read,,,,1,0
5292557,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",4,4.26,Dell,Kindle Edition,866,2004,1991,2014/12/28,2014/12/28,"historical-fiction, epic","historical-fiction (#3), epic (#2)",read,,,,1,0
16131932,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.38,Dragonsteel Entertainment,Kindle Edition,144,2012,2012,2014/12/06,2014/12/06,"fantasy, epic","fantasy (#2), epic (#1)",read,,,,1,0
8137467,Alex & Me: How a Scientist and a Parrot Discovered a Hidden World of Animal Intelligence—and Formed a Deep Bond in the Process,Irene M. Pepperberg,"Pepperberg, Irene M.",,"=""""","=""""",5,4.10,HarperCollins e-books,Kindle Edition,244,2008,2008,2014/12/08,2014/12/08,"science, non-fiction, nature","science (#1), non-fiction (#2), nature (#1)",read,,,,1,0
10766272,"Beautiful, Naked & Dead",Josh Stallings,"Stallings, Josh",,"=""0615449867""","=""9780615449869""",4,3.78,Heist Publishing,Paperback,275,2010,2011,2014/01/19,2013/11/06,,,read,,,,1,0
22813063,The Terrorist's Son: A Story of Choice (TED Books),Zak Ebrahim,"Ebrahim, Zak",Jeff Giles,"=""""","=""""",5,4.08,Simon & Schuster/ TED,Kindle Edition,113,2014,2014,2015/01/20,2015/01/20,non-fiction,non-fiction (#1),read,,,,1,0
13144404,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""""","=""""",4,4.04,Scribner,Kindle Edition,356,2012,2012,2015/01/20,2015/01/20,historical-fiction,historical-fiction (#1),read,,,,1,0
15733422,"The Dirty Streets of Heaven (Bobby Dollar, #1)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,3.74,DAW,Kindle Edition,440,2012,2012,2014/06/15,2014/06/15,,,read,,,,1,0
9528466,The Brooklyn Follies,Paul Auster,"Auster, Paul",,"=""""","=""""",5,3.86,,Kindle Edition,324,,2005,2014/06/02,2014/06/02,,,read,,,,1,0
8644550,The Afghan,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",4,3.75,,Kindle Edition,467,2007,2006,,2014/05/11,,,read,,,,1,0
18875861,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",4,4.27,NAL,Kindle Edition,432,2012,1971,,2014/05/05,,,read,,,,1,0
8263400,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,"Ferguson, Craig",,"=""""","=""""",4,3.92,,Kindle Edition,290,,2009,,2014/04/30,,,read,,,,1,0
19303270,Eddie and the Gun Girl (Kindle Single),Mark Kram Jr.,"Jr., Mark Kram",,"=""""","=""""",3,3.40,,Kindle Edition,51,2013,2013,,2014/04/26,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Amanda Lee, Mark Hallaq","=""""","=""9780143039563""",5,3.92,Penguin Classics,Paperback,244,2006,1876,,2013/02/06,,,read,,,,1,0
17980416,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.24,Broad Reach Publishing,Kindle Edition,466,2013,2013,,2014/04/25,,,read,,,,1,0
17306293,"Shift (Silo, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.12,Broad Reach Publishing,Kindle Edition,579,2013,2013,,2014/04/17,,,read,,,,1,0
8148690,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3)",Tad Williams,"Williams, Tad",,"=""""","=""""",5,4.22,DAW,Kindle Edition,819,1994,1993,,2014/04/07,,,read,,,,1,0
8498843,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,4.10,DAW,Kindle Edition,602,2005,1990,,2014/03/16,,,read,,,,1,0
10711510,"Sea of Silver Light (Otherland, #4)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,4.14,DAW,Kindle Edition,1120,2002,2001,,2014/02/09,,,read,,,,1,0
10711511,"Mountain of Black Glass (Otherland, #3)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,4.07,DAW,Kindle Edition,818,2000,1999,,2014/01/20,,,read,,,,1,0
12964345,"River of Blue Fire (Otherland, #2)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,4.03,DAW,Kindle Edition,784,1998,1998,,2014/01/06,,,read,,,,1,0
12806720,"City of Golden Shadow (Otherland, #1)",Tad Williams,"Williams, Tad",,"=""""","=""""",4,3.93,DAW,Kindle Edition,851,1998,1996,,2013/12/22,,,read,,,,1,0
13872,Geek Love,Katherine Dunn,"Dunn, Katherine",,"=""0375713344""","=""9780375713347""",4,3.96,Random House Vintage,Paperback,348,2002,1989,,2013/12/05,,,read,,,,1,0
907491,The Noonday Demon: An Atlas of Depression,Andrew Solomon,"Solomon, Andrew",,"=""068485466X""","=""9780684854663""",5,4.20,Scribner,Hardcover,576,2001,2000,,2013/12/05,,,read,,,,1,0
226748,The Plains of Passage (Earth's Children #4),Jean M. Auel,"Auel, Jean M.",,"=""0553289411""","=""9780553289411""",4,3.85,Bantam,Mass Market Paperback,865,2002,1990,,2013/12/05,,,read,,,,1,0
226728,The Mammoth Hunters (Earth's Children #3),Jean M. Auel,"Auel, Jean M.",,"=""""","=""""",4,3.95,Bantam,Paperback,724,2002,1985,,2013/12/05,,,read,,,,1,0
83756,On The Shoulders Of Giants,Nicolaus Copernicus,"Copernicus, Nicolaus","Johannes Kepler, Galileo Galalei, Isaac Newton, Albert Einstein, Stephen Hawking","=""076241698X""","=""9780762416981""",5,4.21,Running Press Adult,Paperback,1280,2003,2002,,2013/12/05,,,read,,,,1,0
386327,Setting Free the Bears,John Irving,"Irving, John",,"=""0345367413""","=""9780345367419""",5,3.31,Ballantine Books,Paperback,340,1990,1968,,2013/12/05,,,read,,,,1,0
216367,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""0679736654""","=""9780679736653""",5,4.02,Vintage,Paperback,278,1991,1977,,2013/12/05,,,read,,,,1,0
216362,"Flow My Tears, the Policeman Said",Philip K. Dick,"Dick, Philip K.",,"=""067974066X""","=""9780679740667""",5,3.91,Vintage,Paperback,231,1993,1974,,2013/12/05,,,read,,,,1,0
590036,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""0679736646""","=""9780679736646""",5,4.11,Vintage,Paperback,216,1991,1969,,2013/12/05,,,read,,,,1,0
435214,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446601977""","=""9780446601979""",5,4.21,Aspect,Mass Market Paperback,295,1995,1993,,2013/12/05,,,read,,,,1,0
498123,Galactic Pot-Healer,Philip K. Dick,"Dick, Philip K.",,"=""0679752978""","=""9780679752974""",5,3.61,Vintage,Paperback,177,1994,1969,,2013/12/05,,,read,,,,1,0
768932,The Game-Players of Titan,Philip K. Dick,"Dick, Philip K.",,"=""0679740651""","=""9780679740650""",5,3.65,Vintage,Paperback,224,1992,1963,,2013/12/05,,,read,,,,1,0
697251,Martian Time-Slip,Philip K. Dick,"Dick, Philip K.",,"=""0679761675""","=""9780679761679""",5,3.77,Vintage,Paperback,262,1995,1964,,2013/12/05,,,read,,,,1,0
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,"Herbert, Frank",,"=""0441328008""","=""9780441328000""",3,3.87,Ace Books,Mass Market Paperback,471,1987,1984,,2013/12/05,,,read,,,,1,0
103,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.88,Ace Books,Mass Market Paperback,423,1987,1981,,2013/12/05,,,read,,,,1,0
105,Chapterhouse: Dune (Dune #6),Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,3.89,Ace Books,Mass Market Paperback,436,1987,1985,,2013/12/05,,,read,,,,1,0
896416,The 158-Pound Marriage,John Irving,"Irving, John",,"=""034536743X""","=""9780345367433""",4,3.26,Ballantine Books,Paperback,256,1990,1974,,2013/12/05,,,read,,,,1,0
1241,A Million Little Pieces,James Frey,"Frey, James",,"=""0307276902""","=""9780307276902""",4,3.68,Anchor Books,Paperback,515,2005,2003,,2013/12/05,,,read,,,,1,0
92060,A Walking Tour of the Shambles,Neil Gaiman,"Gaiman, Neil",Gene Wolfe,"=""""","=""""",3,3.73,American Fantasy,Paperback,57,2002,2002,,2013/12/05,,,read,,,,1,0
2519057,Free Live Free,Gene Wolfe,"Wolfe, Gene",,"=""0099420201""","=""9780099420200""",4,3.51,Arrow,Mass Market Paperback,399,1986,1984,,2013/12/05,,,read,,,,1,0
6689463,"Captains Outrageous (Hap and Leonard, #6)",Joe R. Lansdale,"Lansdale, Joe R.",,"=""0307455521""","=""9780307455529""",5,3.93,Knopf Doubleday Publishing Group,Paperback,336,2009,2001,,2013/12/05,,,read,,,,1,0
6423678,"Bad Chili (Hap Collins and Leonard Pine, #4)",Joe R. Lansdale,"Lansdale, Joe R.",,"=""0307455505""","=""9780307455505""",5,4.06,Knopf Doubleday Publishing Group,Paperback,304,2009,1997,,2013/12/05,,,read,,,,1,0
6460921,"The Two-Bear Mambo (Hap and Leonard, #3)",Joe R. Lansdale,"Lansdale, Joe R.",,"=""0307455491""","=""9780307455499""",5,4.14,Vintage Crime/Black Lizard,Trade Paperback,273,2009,1995,,2013/12/05,,,read,,,,1,0
9972871,"All the Earth, Thrown to the Sky",Joe R. Lansdale,"Lansdale, Joe R.",,"=""0385739311""","=""9780385739313""",4,3.90,Delacorte Books for Young Readers,Hardcover,227,2011,2011,,2013/12/05,,,read,,,,1,0
9648246,The Creature from Jekyll Island: A Second Look at the Federal Reserve,G. Edward Griffin,"Griffin, G. Edward",,"=""091298645X""","=""9780912986456""",4,4.28,American Media,Paperback,608,2010,1994,,2013/12/05,,,read,,,,1,0
8032112,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""0393338827""","=""9780393338829""",4,4.30,W. W. Norton & Company,Paperback,291,2011,2010,,2013/12/05,,,read,,,,1,0
6902644,xkcd: volume 0,Randall Munroe,"Munroe, Randall",,"=""0615314465""","=""9780615314464""",4,4.32,Breadpig,Paperback,120,2010,2009,,2013/12/05,,,read,,,,1,0
3235477,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""1591026903""","=""9781591026907""",4,4.34,Pyr,Paperback,639,2008,2008,,2013/12/05,,,read,,,,1,0
11138254,Wildfire: A Novel,Sarah Micklem,"Micklem, Sarah",,"=""1451646488""","=""9781451646481""",4,3.93,Scribner,Paperback,528,2011,2009,,2013/12/05,,,read,,,,1,0
1181454,Firethorn: A Novel,Sarah Micklem,"Micklem, Sarah",,"=""055338340X""","=""9780553383409""",4,3.62,Spectra,Paperback,400,2005,2004,,2013/12/05,,,read,,,,1,0
5955332,"The Fire Engine That Disappeared (Martin Beck, #5)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Joan Tate, Colin Dexter","=""0307390926""","=""9780307390929""",4,3.95,Vintage Crime/Black Lizard,Paperback,213,2009,1969,,2013/12/05,,,read,,,,1,0
6261019,"The Laughing Policeman (Martin Beck, #4)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Alan Blair, Jonathan Franzen","=""0307390500""","=""9780307390509""",4,3.99,Vintage Crime/Black Lizard,Paperback,211,2009,1967,,2013/12/05,,,read,,,,1,0
5393786,"The Man Who Went Up in Smoke (Martin Beck, #2)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Joan Tate, Val McDermid","=""0307390489""","=""9780307390486""",4,3.83,Vintage Crime/Black Lizard,Paperback,208,2008,1966,,2013/12/05,,,read,,,,1,0
5955335,"The Man on the Balcony (Martin Beck, #3)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Alan Blair, Jo Nesbø","=""0307390470""","=""9780307390479""",4,3.92,Vintage Crime/Black Lizard,Paperback,192,2009,1967,,2013/12/05,,,read,,,,1,0
11772011,Fup,Jim Dodge,"Dodge, Jim",,"=""1597141585""","=""9781597141581""",5,4.08,Heyday,Paperback,64,2014,1983,,2013/12/05,,,read,,,,1,0
762563,Ball Four,Jim Bouton,"Bouton, Jim",,"=""0020306652""","=""9780020306658""",4,4.05,Howell Book House,Paperback,465,1990,1970,,2013/12/05,,,read,,,,1,0
526652,Stone Junction,Jim Dodge,"Dodge, Jim",Thomas Pynchon,"=""0802135854""","=""9780802135858""",5,4.10,Grove Press,Paperback,384,1998,1990,,2013/12/05,,,read,,,,1,0
380810,Not Fade Away,Jim Dodge,"Dodge, Jim",,"=""0802135846""","=""9780802135841""",5,4.01,Grove Press,Paperback,304,1998,1987,,2013/12/05,,,read,,,,1,0
16002055,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",,"=""1250035953""","=""9781250035950""",4,3.88,St. Martin's Griffin,Paperback,466,2012,2007,,2013/12/05,,,read,,,,1,0
3729771,"Generation Kill: Devil Dogs, Ice Man, Captain America, and the New Face of American War",Evan Wright,"Wright, Evan",,"=""0425224740""","=""9780425224748""",5,4.28,The Berkley Publishing Group,Paperback,380,2008,2004,,2013/12/05,,,read,,,,1,0
12600138,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""0307887448""","=""9780307887443""",4,4.23,Random House Publishing Group,Paperback,374,2012,2011,,2013/12/05,,,read,,,,1,0
7183579,"Cop Killer (Martin Beck, #9)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Thomas Teal, Liza Marklund","=""0307390896""","=""9780307390899""",4,4.02,Vintage Crime/Black Lizard,Paperback,320,2010,1974,,2013/12/05,,,read,,,,1,0
17152987,Under the Dome,Stephen King,"King, Stephen",,"=""1476735476""","=""9781476735474""",2,3.92,Gallery Books,Paperback,1074,2013,2009,,2013/12/05,,,read,,,,1,0
18753572,One More Body,Josh Stallings,"Stallings, Josh",,"=""0991054415""","=""9780991054411""",5,4.10,Heist Publishing,Kindle Edition,262,2013,2013,,2013/12/05,,,read,,,,1,0
11761596,Out There Bad,Josh Stallings,"Stallings, Josh",,"=""""","=""""",5,4.11,Heist Publishing,Kindle Edition,242,2011,2011,,2013/12/05,,,read,,,,1,0
17617549,All The Wild Children: A noir memoir,Josh Stallings,"Stallings, Josh",,"=""""","=""""",5,4.37,Snubnose Press,Kindle Edition,302,2013,2013,,2013/12/05,,,read,,,,1,0
18158151,Skinner,Charlie Huston,"Huston, Charlie",,"=""""","=""""",5,3.53,Mulholland Books,Kindle Edition,400,2013,2013,,2013/12/05,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",4,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2013/11/05,,,read,,,,1,0
12948,The Turn of the Screw,Henry James,"James, Henry",,"=""0140620613""","=""9780140620610""",4,3.39,Penguin Books,Paperback,121,1994,1898,,2013/11/05,,,read,,,,1,0
540503,Beyond This Horizon,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0451089669""","=""9780451089663""",0,3.70,New American Library,Mass Market Paperback,158,1979,1948,,2013/02/10,,,read,,,,1,0
1116661,Revolt in 2100,Robert A. Heinlein,"Heinlein, Robert A.",Henry Kuttner,"=""0671655892""","=""9780671655891""",0,3.84,Baen,Mass Market Paperback,336,1986,1953,,2013/02/10,,,read,,,,1,0
50847,Variable Star,Robert A. Heinlein,"Heinlein, Robert A.",Spider Robinson,"=""076531312X""","=""9780765313126""",0,3.89,Tor Books,Hardcover,320,2006,2006,,2013/02/10,,,read,,,,1,0
50832,Orphans of the Sky,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0671318454""","=""9780671318451""",0,3.78,Baen,Mass Market Paperback,224,2001,1963,,2013/02/10,,,read,,,,1,0
50851,Farmer in the Sky,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0345324382""","=""9780345324382""",0,3.78,Del Rey,Paperback,224,1985,1950,,2013/02/10,,,read,,,,1,0
50831,The Green Hills of Earth,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0671578537""","=""9780671578534""",0,3.86,Baen Books,Mass Market Paperback,288,2003,1951,,2013/02/10,,,read,,,,1,0
175319,Methuselah's Children,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0671655973""","=""9780671655976""",0,4.01,Baen,Paperback,276,1986,1958,,2013/02/10,,,read,,,,1,0
175324,Double Star,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0345330137""","=""9780345330130""",0,3.91,Del Rey,Mass Market Paperback,243,1986,1956,,2013/02/10,,,read,,,,1,0
76679,"Forward the Foundation (Foundation, #7)",Isaac Asimov,"Asimov, Isaac",,"=""0553565079""","=""9780553565072""",0,4.16,Bantam/Spectra,Paperback,464,1994,1993,,2013/02/10,,,read,,,,1,0
76683,"Foundation's Edge (Foundation, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",0,4.18,Bantam/Spectra,Paperback,450,2010,1982,,2013/02/10,,,read,,,,1,0
41820,"Pebble in the Sky (Galactic Empire, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553293427""","=""9780553293425""",0,3.90,Bantam,Mass Market Paperback,308,1991,1950,,2013/02/10,,,read,,,,1,0
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,"=""1857989341""","=""9781857989342""",0,4.09,Millenium,Paperback,288,2000,1972,,2013/02/10,,,read,,,,1,0
29582,"Foundation and Earth (Foundation, #5)",Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",0,4.07,Spectra,Mass Market Paperback,528,2004,1986,,2013/02/10,,,read,,,,1,0
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.16,Voyager,Paperback,464,1994,1988,,2013/02/10,,,read,,,,1,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",0,4.22,Spectra,Hardcover,256,2004,1952,,2013/02/10,,,read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",5,4.27,Bantam Spectra,Hardcover,256,2004,1953,,2013/02/10,,,read,,,,1,0
85434,"The Currents of Space (Galactic Empire, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553293419""","=""9780553293418""",4,3.85,Spectra,Mass Market Paperback,304,1991,1952,,2013/02/10,,,read,,,,1,0
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,"Dick, Philip K.",,"=""1407247425""","=""9781407247427""",0,4.01,Gollancz,Paperback,231,2010,1965,,2013/02/10,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.17,Del Rey,Paperback,224,1997,1982,,2013/02/10,,,read,,,,1,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.60,Vintage,Paperback,259,1992,1962,,2013/02/10,,,read,,,,1,0
